#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-02 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,alti,mslp,p01i,vsby,gust,skyl1,skyl2,skyl3,wxcodes
ART,2018-01-03 08:35,-76.0262,43.9888,M,M,M,190.00,9.00,30.12,M,M,1.00,14.00,2200.00,M,M,-SN BR
ART,2018-01-03 08:45,-76.0262,43.9888,16.00,12.00,83.91,190.00,9.00,30.12,M,0.0001,0.75,M,2000.00,2500.00,M,-SN BR
ART,2018-01-03 08:50,-76.0262,43.9888,M,M,M,190.00,10.00,30.12,M,M,0.75,M,1900.00,M,M,-SN BR
ART,2018-01-03 08:55,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,0.75,M,1900.00,M,M,-SN BR
ART,2018-01-03 08:56,-76.0262,43.9888,16.00,12.00,83.91,190.00,9.00,30.12,1020.90,0.0001,0.75,21.00,1900.00,M,M,-SN BR
ART,2018-01-03 09:00,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,0.50,M,1900.00,M,M,SN FZFG
ART,2018-01-03 09:05,-76.0262,43.9888,M,M,M,180.00,12.00,30.12,M,M,0.50,17.00,1900.00,M,M,SN FZFG
ART,2018-01-03 09:10,-76.0262,43.9888,M,M,M,180.00,11.00,30.12,M,M,0.75,M,1900.00,M,M,-SN BR
ART,2018-01-03 09:20,-76.0262,43.9888,M,M,M,190.00,10.00,30.12,M,M,0.75,16.00,1800.00,M,M,-SN BR
ART,2018-01-03 09:25,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,0.75,M,1800.00,M,M,-SN BR
ART,2018-01-03 09:30,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,0.75,18.00,1800.00,M,M,-SN BR
ART,2018-01-03 09:40,-76.0262,43.9888,M,M,M,200.00,11.00,30.12,M,M,0.75,M,1900.00,M,M,-SN
ART,2018-01-03 09:45,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,1.00,M,1900.00,M,M,-SN
ART,2018-01-03 09:47,-76.0262,43.9888,16.00,10.90,79.92,200.00,13.00,30.12,M,0.0001,1.00,24.00,1900.00,M,M,-SN
ART,2018-01-03 09:50,-76.0262,43.9888,M,M,M,200.00,13.00,30.12,M,M,1.00,M,1900.00,M,M,-SN
ART,2018-01-03 09:55,-76.0262,43.9888,M,M,M,200.00,10.00,30.12,M,M,1.25,16.00,1999.00,M,M,-SN
ART,2018-01-03 09:56,-76.0262,43.9888,16.00,10.90,79.92,200.00,12.00,30.12,1021.00,0.0001,1.25,19.00,2000.00,M,M,-SN
ART,2018-01-03 10:00,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,1.50,18.00,1999.00,M,M,-SN
ART,2018-01-03 10:05,-76.0262,43.9888,M,M,M,200.00,17.00,30.12,M,M,1.50,22.00,1999.00,2700.00,M,-SN
ART,2018-01-03 10:15,-76.0262,43.9888,M,M,M,200.00,13.00,30.12,M,M,1.50,M,2500.00,M,M,-SN
ART,2018-01-03 10:20,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,1.75,M,2500.00,M,M,-SN
ART,2018-01-03 10:25,-76.0262,43.9888,M,M,M,190.00,13.00,30.13,M,M,2.00,20.00,2700.00,M,M,-SN
ART,2018-01-03 10:28,-76.0262,43.9888,16.00,10.00,76.77,190.00,11.00,30.13,M,0.0001,2.00,22.00,2700.00,M,M,-SN
ART,2018-01-03 10:35,-76.0262,43.9888,M,M,M,190.00,10.00,30.13,M,M,2.00,M,2700.00,M,M,-SN
ART,2018-01-03 10:40,-76.0262,43.9888,M,M,M,200.00,12.00,30.13,M,M,2.50,M,2900.00,M,M,-SN
ART,2018-01-03 10:45,-76.0262,43.9888,M,M,M,190.00,8.00,30.13,M,M,2.50,M,2900.00,M,M,-SN
ART,2018-01-03 10:55,-76.0262,43.9888,M,M,M,180.00,9.00,30.13,M,M,3.00,15.00,2900.00,M,M,-SN
ART,2018-01-03 10:56,-76.0262,43.9888,16.00,9.00,73.41,180.00,10.00,30.13,1021.20,0.0001,3.00,17.00,2900.00,M,M,-SN
ART,2018-01-03 11:00,-76.0262,43.9888,M,M,M,190.00,9.00,30.13,M,M,3.50,16.00,3100.00,M,M,-SN
ART,2018-01-03 11:05,-76.0262,43.9888,M,M,M,180.00,11.00,30.13,M,M,4.00,M,2900.00,M,M,-SN
ART,2018-01-03 11:15,-76.0262,43.9888,M,M,M,190.00,10.00,30.13,M,M,4.00,18.00,2500.00,2900.00,3700.00,-SN
ART,2018-01-03 11:20,-76.0262,43.9888,M,M,M,180.00,10.00,30.14,M,M,5.00,18.00,2500.00,3399.00,M,-SN
ART,2018-01-03 11:22,-76.0262,43.9888,15.10,8.10,73.31,180.00,12.00,30.14,M,0.0001,5.00,19.00,2500.00,3400.00,M,-SN
ART,2018-01-03 11:25,-76.0262,43.9888,M,M,M,180.00,11.00,30.14,M,M,6.00,16.00,2500.00,3399.00,M,-SN
ART,2018-01-03 11:35,-76.0262,43.9888,M,M,M,190.00,11.00,30.14,M,M,5.00,M,2400.00,3399.00,M,-SN
ART,2018-01-03 11:40,-76.0262,43.9888,M,M,M,190.00,12.00,30.14,M,M,5.00,20.00,3200.00,M,M,-SN
ART,2018-01-03 11:50,-76.0262,43.9888,M,M,M,180.00,11.00,30.14,M,M,4.00,M,3000.00,M,M,-SN
ART,2018-01-03 11:55,-76.0262,43.9888,M,M,M,180.00,10.00,30.14,M,M,4.00,M,3000.00,M,M,-SN
ART,2018-01-03 11:56,-76.0262,43.9888,15.10,6.10,66.96,180.00,8.00,30.14,1021.60,0.0001,5.00,21.00,3000.00,M,M,-SN
ART,2018-01-03 12:05,-76.0262,43.9888,M,M,M,190.00,10.00,30.14,M,M,7.00,15.00,2800.00,M,M,M
ART,2018-01-03 12:08,-76.0262,43.9888,14.00,6.10,70.26,180.00,11.00,30.14,M,0.0001,8.00,17.00,2800.00,M,M,M
ART,2018-01-03 12:10,-76.0262,43.9888,M,M,M,180.00,8.00,30.14,M,M,9.00,M,2800.00,M,M,M
ART,2018-01-03 12:20,-76.0262,43.9888,M,M,M,190.00,10.00,30.15,M,M,10.00,16.00,2800.00,M,M,M
ART,2018-01-03 12:25,-76.0262,43.9888,M,M,M,190.00,13.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 12:30,-76.0262,43.9888,M,M,M,180.00,12.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 12:40,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 12:45,-76.0262,43.9888,M,M,M,170.00,11.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 12:50,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 12:56,-76.0262,43.9888,14.00,3.00,60.94,170.00,10.00,30.14,1021.70,0.0001,10.00,23.00,2800.00,M,M,M
ART,2018-01-03 13:00,-76.0262,43.9888,M,M,M,170.00,9.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 13:05,-76.0262,43.9888,M,M,M,180.00,10.00,30.15,M,M,10.00,16.00,2800.00,M,M,M
ART,2018-01-03 13:10,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,M,2800.00,M,M,M
ART,2018-01-03 13:20,-76.0262,43.9888,M,M,M,180.00,13.00,30.15,M,M,10.00,18.00,3000.00,M,M,M
ART,2018-01-03 13:21,-76.0262,43.9888,12.90,1.90,60.78,180.00,11.00,30.15,M,0.00,10.00,19.00,3000.00,M,M,M
ART,2018-01-03 13:25,-76.0262,43.9888,M,M,M,170.00,10.00,30.15,M,M,10.00,M,3000.00,M,M,M
ART,2018-01-03 13:30,-76.0262,43.9888,M,M,M,180.00,8.00,30.15,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 13:35,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,18.00,3200.00,M,M,M
ART,2018-01-03 13:40,-76.0262,43.9888,M,M,M,170.00,12.00,30.15,M,M,10.00,17.00,3200.00,M,M,M
ART,2018-01-03 13:45,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 13:50,-76.0262,43.9888,M,M,M,170.00,11.00,30.15,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 13:55,-76.0262,43.9888,M,M,M,170.00,7.00,30.15,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 13:56,-76.0262,43.9888,12.90,1.90,60.78,180.00,8.00,30.16,1022.10,0.00,10.00,17.00,3200.00,M,M,M
ART,2018-01-03 14:00,-76.0262,43.9888,M,M,M,170.00,12.00,30.15,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 14:05,-76.0262,43.9888,M,M,M,170.00,9.00,30.16,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 14:15,-76.0262,43.9888,M,M,M,170.00,8.00,30.16,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 14:20,-76.0262,43.9888,M,M,M,170.00,8.00,30.16,M,M,10.00,M,3200.00,M,M,M
ART,2018-01-03 14:25,-76.0262,43.9888,M,M,M,180.00,10.00,30.16,M,M,10.00,16.00,3000.00,M,M,M
ART,2018-01-03 14:35,-76.0262,43.9888,M,M,M,180.00,11.00,30.16,M,M,10.00,M,3000.00,M,M,M
ART,2018-01-03 14:40,-76.0262,43.9888,M,M,M,180.00,11.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 14:45,-76.0262,43.9888,M,M,M,180.00,10.00,30.16,M,M,10.00,15.00,2900.00,M,M,M
ART,2018-01-03 14:46,-76.0262,43.9888,14.00,1.90,57.91,180.00,11.00,30.16,M,0.00,10.00,17.00,2900.00,M,M,M
ART,2018-01-03 14:55,-76.0262,43.9888,M,M,M,190.00,10.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 14:56,-76.0262,43.9888,14.00,1.90,57.91,190.00,9.00,30.16,1022.10,0.00,10.00,16.00,2900.00,M,M,M
ART,2018-01-03 15:00,-76.0262,43.9888,M,M,M,180.00,9.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 15:05,-76.0262,43.9888,M,M,M,180.00,11.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 15:10,-76.0262,43.9888,M,M,M,180.00,11.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 15:15,-76.0262,43.9888,M,M,M,200.00,8.00,30.16,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 15:25,-76.0262,43.9888,M,M,M,190.00,8.00,30.15,M,M,10.00,M,2900.00,M,M,M
ART,2018-01-03 15:30,-76.0262,43.9888,M,M,M,180.00,11.00,30.15,M,M,10.00,M,2900.00,7000.00,M,M
ART,2018-01-03 15:35,-76.0262,43.9888,M,M,M,190.00,11.00,30.15,M,M,10.00,17.00,2900.00,7000.00,M,M
ART,2018-01-03 15:45,-76.0262,43.9888,M,M,M,180.00,9.00,30.14,M,M,10.00,M,2900.00,7000.00,M,M
ART,2018-01-03 15:50,-76.0262,43.9888,M,M,M,190.00,9.00,30.14,M,M,10.00,M,2900.00,7000.00,M,M
ART,2018-01-03 15:55,-76.0262,43.9888,M,M,M,190.00,10.00,30.14,M,M,9.00,17.00,7000.00,M,M,M
ART,2018-01-03 15:56,-76.0262,43.9888,16.00,1.90,53.07,190.00,12.00,30.14,1021.30,0.00,9.00,21.00,7000.00,M,M,M
ART,2018-01-03 16:05,-76.0262,43.9888,M,M,M,200.00,11.00,30.13,M,M,10.00,18.00,7000.00,M,M,M
ART,2018-01-03 16:10,-76.0262,43.9888,M,M,M,190.00,10.00,30.13,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 16:15,-76.0262,43.9888,M,M,M,190.00,8.00,30.12,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 16:20,-76.0262,43.9888,M,M,M,200.00,10.00,30.12,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 16:25,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 16:30,-76.0262,43.9888,M,M,M,200.00,8.00,30.12,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 16:35,-76.0262,43.9888,M,M,M,190.00,10.00,30.11,M,M,10.00,15.00,7000.00,M,M,M
ART,2018-01-03 16:45,-76.0262,43.9888,M,M,M,190.00,8.00,30.11,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 16:50,-76.0262,43.9888,M,M,M,200.00,13.00,30.11,M,M,10.00,18.00,7500.00,M,M,M
ART,2018-01-03 16:55,-76.0262,43.9888,M,M,M,190.00,10.00,30.11,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 16:56,-76.0262,43.9888,16.00,1.90,53.07,190.00,9.00,30.11,1020.40,0.00,10.00,20.00,7500.00,M,M,M
ART,2018-01-03 17:00,-76.0262,43.9888,M,M,M,200.00,11.00,30.10,M,M,10.00,16.00,7500.00,M,M,M
ART,2018-01-03 17:05,-76.0262,43.9888,M,M,M,200.00,9.00,30.10,M,M,10.00,15.00,7000.00,M,M,M
ART,2018-01-03 17:10,-76.0262,43.9888,M,M,M,190.00,10.00,30.10,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 17:20,-76.0262,43.9888,M,M,M,200.00,10.00,30.09,M,M,10.00,16.00,7500.00,M,M,M
ART,2018-01-03 17:25,-76.0262,43.9888,M,M,M,200.00,10.00,30.08,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 17:30,-76.0262,43.9888,M,M,M,190.00,8.00,30.09,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 17:40,-76.0262,43.9888,M,M,M,210.00,12.00,30.08,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 17:45,-76.0262,43.9888,M,M,M,190.00,7.00,30.08,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 17:50,-76.0262,43.9888,M,M,M,200.00,9.00,30.08,M,M,10.00,14.00,7500.00,M,M,M
ART,2018-01-03 17:56,-76.0262,43.9888,18.00,1.90,48.68,200.00,9.00,30.07,1019.20,0.00,10.00,M,7500.00,M,M,M
ART,2018-01-03 18:00,-76.0262,43.9888,M,M,M,200.00,9.00,30.07,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 18:05,-76.0262,43.9888,M,M,M,200.00,8.00,30.07,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 18:10,-76.0262,43.9888,M,M,M,190.00,10.00,30.06,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 18:20,-76.0262,43.9888,M,M,M,200.00,12.00,30.06,M,M,10.00,17.00,7999.00,M,M,M
ART,2018-01-03 18:25,-76.0262,43.9888,M,M,M,200.00,8.00,30.06,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 18:35,-76.0262,43.9888,M,M,M,190.00,9.00,30.05,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 18:40,-76.0262,43.9888,M,M,M,190.00,9.00,30.05,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 18:45,-76.0262,43.9888,M,M,M,190.00,7.00,30.05,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 18:55,-76.0262,43.9888,M,M,M,200.00,9.00,30.05,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 18:56,-76.0262,43.9888,19.00,1.90,46.63,200.00,8.00,30.05,1018.30,0.00,10.00,15.00,8500.00,M,M,M
ART,2018-01-03 19:00,-76.0262,43.9888,M,M,M,190.00,9.00,30.05,M,M,10.00,M,9000.00,M,M,M
ART,2018-01-03 19:05,-76.0262,43.9888,M,M,M,190.00,8.00,30.04,M,M,10.00,M,9000.00,M,M,M
ART,2018-01-03 19:10,-76.0262,43.9888,M,M,M,180.00,7.00,30.04,M,M,10.00,M,9000.00,M,M,M
ART,2018-01-03 19:15,-76.0262,43.9888,M,M,M,190.00,7.00,30.04,M,M,10.00,M,9000.00,M,M,M
ART,2018-01-03 19:20,-76.0262,43.9888,M,M,M,170.00,8.00,30.03,M,M,10.00,M,9000.00,M,M,M
ART,2018-01-03 19:30,-76.0262,43.9888,M,M,M,200.00,9.00,30.03,M,M,10.00,M,7500.00,9000.00,M,M
ART,2018-01-03 19:35,-76.0262,43.9888,M,M,M,190.00,8.00,30.03,M,M,10.00,M,7999.00,9000.00,M,M
ART,2018-01-03 19:40,-76.0262,43.9888,M,M,M,180.00,9.00,30.03,M,M,10.00,M,7999.00,9000.00,M,M
ART,2018-01-03 19:50,-76.0262,43.9888,M,M,M,170.00,8.00,30.03,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 19:55,-76.0262,43.9888,M,M,M,180.00,10.00,30.03,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 19:56,-76.0262,43.9888,19.90,3.00,47.22,180.00,10.00,30.03,1017.70,0.00,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:00,-76.0262,43.9888,M,M,M,180.00,6.00,30.03,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:10,-76.0262,43.9888,M,M,M,170.00,8.00,30.02,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:15,-76.0262,43.9888,M,M,M,170.00,8.00,30.02,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:25,-76.0262,43.9888,M,M,M,190.00,7.00,30.02,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:30,-76.0262,43.9888,M,M,M,170.00,6.00,30.02,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 20:35,-76.0262,43.9888,M,M,M,180.00,8.00,30.02,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 20:45,-76.0262,43.9888,M,M,M,160.00,7.00,30.01,M,M,10.00,M,6000.00,7500.00,10000.00,M
ART,2018-01-03 20:50,-76.0262,43.9888,M,M,M,170.00,7.00,30.01,M,M,10.00,M,6000.00,7000.00,8500.00,M
ART,2018-01-03 20:56,-76.0262,43.9888,19.90,3.00,47.22,170.00,6.00,30.01,1017.10,0.00,10.00,M,6000.00,7500.00,11000.00,M
ART,2018-01-03 21:00,-76.0262,43.9888,M,M,M,170.00,7.00,30.01,M,M,10.00,M,6000.00,7000.00,11000.00,M
ART,2018-01-03 21:05,-76.0262,43.9888,M,M,M,160.00,6.00,30.01,M,M,10.00,M,6000.00,7000.00,11000.00,M
ART,2018-01-03 21:10,-76.0262,43.9888,M,M,M,160.00,8.00,30.00,M,M,10.00,M,6000.00,11000.00,M,M
ART,2018-01-03 21:20,-76.0262,43.9888,M,M,M,180.00,6.00,30.00,M,M,10.00,M,11000.00,M,M,M
ART,2018-01-03 21:25,-76.0262,43.9888,M,M,M,180.00,6.00,30.00,M,M,10.00,M,11000.00,M,M,M
ART,2018-01-03 21:30,-76.0262,43.9888,M,M,M,180.00,5.00,30.00,M,M,10.00,M,11000.00,M,M,M
ART,2018-01-03 21:40,-76.0262,43.9888,M,M,M,170.00,4.00,30.00,M,M,10.00,M,11000.00,M,M,M
ART,2018-01-03 21:45,-76.0262,43.9888,M,M,M,170.00,6.00,30.00,M,M,10.00,M,10000.00,12000.00,M,M
ART,2018-01-03 21:50,-76.0262,43.9888,M,M,M,170.00,4.00,30.00,M,M,10.00,M,10000.00,12000.00,M,M
ART,2018-01-03 21:55,-76.0262,43.9888,M,M,M,170.00,5.00,30.00,M,M,10.00,M,9000.00,11000.00,M,M
ART,2018-01-03 21:56,-76.0262,43.9888,19.00,5.00,53.80,180.00,4.00,30.00,1016.70,0.00,10.00,M,9000.00,11000.00,M,M
ART,2018-01-03 22:00,-76.0262,43.9888,M,M,M,170.00,5.00,30.00,M,M,10.00,M,9000.00,11000.00,M,M
ART,2018-01-03 22:05,-76.0262,43.9888,M,M,M,170.00,5.00,29.99,M,M,10.00,M,9000.00,11000.00,M,M
ART,2018-01-03 22:15,-76.0262,43.9888,M,M,M,160.00,5.00,29.99,M,M,10.00,M,8500.00,M,M,M
ART,2018-01-03 22:20,-76.0262,43.9888,M,M,M,160.00,4.00,30.00,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 22:25,-76.0262,43.9888,M,M,M,190.00,4.00,30.00,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 22:35,-76.0262,43.9888,M,M,M,170.00,6.00,30.00,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 22:40,-76.0262,43.9888,M,M,M,160.00,9.00,30.00,M,M,10.00,M,7999.00,M,M,M
ART,2018-01-03 22:45,-76.0262,43.9888,M,M,M,170.00,7.00,30.00,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 22:50,-76.0262,43.9888,M,M,M,160.00,7.00,30.00,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 22:55,-76.0262,43.9888,M,M,M,170.00,6.00,30.00,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 22:56,-76.0262,43.9888,19.90,5.00,51.77,170.00,6.00,30.00,1017.00,0.00,10.00,M,7500.00,M,M,M
ART,2018-01-03 23:00,-76.0262,43.9888,M,M,M,170.00,6.00,30.01,M,M,10.00,M,7500.00,M,M,M
ART,2018-01-03 23:10,-76.0262,43.9888,M,M,M,170.00,7.00,30.01,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 23:15,-76.0262,43.9888,M,M,M,170.00,7.00,30.01,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 23:20,-76.0262,43.9888,M,M,M,170.00,7.00,30.01,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 23:30,-76.0262,43.9888,M,M,M,170.00,5.00,30.02,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 23:35,-76.0262,43.9888,M,M,M,160.00,6.00,30.02,M,M,10.00,M,7000.00,M,M,M
ART,2018-01-03 23:40,-76.0262,43.9888,M,M,M,170.00,6.00,30.02,M,M,10.00,M,6500.00,M,M,M
ART,2018-01-03 23:50,-76.0262,43.9888,M,M,M,170.00,6.00,30.02,M,M,10.00,M,6500.00,M,M,M
ART,2018-01-03 23:55,-76.0262,43.9888,M,M,M,190.00,5.00,30.02,M,M,10.00,M,6500.00,M,M,M
ART,2018-01-03 23:56,-76.0262,43.9888,21.90,3.90,45.22,M,5.00,30.02,1017.50,0.00,10.00,M,6500.00,M,M,M
