#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
ROC,2018-01-02 18:50,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,OVC,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021850Z AUTO /////KT 2SM -SN BKN025 OVC050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
ART,2018-01-02 18:50,-76.0262,43.9888,M,M,M,260.00,24.00,0.14,30.10,M,0.24,30.00,FEW,SCT,BKN,M,2300.00,3000.00,4500.00,M,-SN FZFG,M,M,M,M,KART 021850Z AUTO 26024G30KT 1/4SM -SN FZFG FEW023 SCT030 BKN045 M06/M08 A3010 RMK P0014 T10601080 MADISHF
FZY,2018-01-02 18:50,-76.3847,43.3497,M,M,M,250.00,19.00,M,30.17,M,8.00,M,OVC,M,M,M,3399.00,M,M,M,M,M,M,M,M,KFZY 021850Z AUTO 25019KT 8SM OVC033 M06/M12 A3017 RMK T10601120 MADISHF
DSV,2018-01-02 18:50,-77.7130,42.5709,M,M,M,240.00,9.00,M,30.25,M,10.00,15.00,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,KDSV 021850Z AUTO 24009G15KT 10SM OVC031 M07/M14 A3025 RMK T10701140 WND 19V29  MADISHF
DKK,2018-01-02 18:50,-79.2720,42.4933,M,M,M,220.00,21.00,M,30.31,M,2.50,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,KDKK 021850Z AUTO 22021KT 2 1/2SM -SN OVC024 M11/M14 A3031 RMK T11101140 MADISHF
BUF,2018-01-02 18:52,-78.7358,42.9408,17.60,15.80,92.50,230.00,22.00,0.01,30.20,M,0.12,35.00,OVC,M,M,M,900.00,M,M,M,+SN BLSN,M,M,M,-0.70,KBUF 021852Z 23022G35KT 1/8SM R23/1200V1600FT +SN BLSN OVC009 M08/M09 A3020 RMK AO2 PK WND 22037/1826 P0001 $
IAG,2018-01-02 18:53,-78.9462,43.1073,21.90,12.90,67.82,240.00,24.00,0.00,30.20,1025.00,6.00,37.00,SCT,M,M,M,2300.00,M,M,M,BLSN,M,M,M,4.43,KIAG 021853Z 24024G37KT 6SM BLSN SCT023 M06/M11 A3020 RMK AO2 PK WND 25041/1756 SLP250 T10561106
DKK,2018-01-02 18:53,-79.2720,42.4933,12.90,6.10,73.74,220.00,19.00,T,30.30,1027.60,3.00,26.00,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,-5.82,KDKK 021853Z AUTO 22019G26KT 3SM -SN OVC024 M11/M14 A3030 RMK AO2 PK WND 21033/1802 SLP276 P0000 T11061144
FZY,2018-01-02 18:54,-76.3847,43.3497,21.00,10.90,64.48,240.00,17.00,T,30.17,1022.40,5.00,28.00,OVC,M,M,M,3400.00,M,M,M,HZ,M,M,M,5.66,KFZY 021854Z AUTO 24017G28KT 5SM HZ OVC034 M06/M12 A3017 RMK AO2 PK WND 24028/1833 UPB34E45 SLP224 P0000 T10611117
ROC,2018-01-02 18:54,-77.6767,43.1167,19.00,12.90,76.72,250.00,22.00,T,30.19,1023.80,2.00,33.00,BKN,OVC,M,M,2500.00,5000.00,M,M,-SN BLSN,M,M,M,1.17,KROC 021854Z 25022G33KT 2SM -SN BLSN BKN025 OVC050 M07/M11 A3019 RMK AO2 PK WND 25033/1852 SLP238 VIS 1V4 P0000 T10721106
BUF,2018-01-02 18:54,-78.7358,42.9408,17.10,15.10,91.68,230.00,24.00,0.01,30.20,1024.30,0.12,35.00,OVC,M,M,M,900.00,M,M,M,+SN BLSN,M,M,M,-2.04,KBUF 021854Z 23024G35KT 1/8SM R23/1200V1600FT +SN BLSN OVC009 M08/M09 A3020 RMK AO2 PK WND 22037/1826 SLP243 P0001 T10831094 $
DSV,2018-01-02 18:54,-77.7130,42.5709,19.00,6.10,56.57,240.00,7.00,0.00,30.25,1026.50,10.00,15.00,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,8.93,KDSV 021854Z AUTO 24007G15KT 200V270 10SM OVC031 M07/M14 A3025 RMK AO2 SLP265 T10721144
DSV,2018-01-02 18:55,-77.7130,42.5709,M,M,M,250.00,6.00,M,30.25,M,10.00,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,KDSV 021855Z AUTO 25006KT 10SM OVC031 M07/M14 A3025 RMK T10701140 VRB06G15KT  MADISHF
BUF,2018-01-02 18:55,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,BKN,OVC,M,M,900.00,1200.00,M,M,+SN,M,M,M,M,KBUF 021855Z AUTO /////KT 1/4SM +SN BKN009 OVC012 M08/M09 A3020 RMK T10801090 MADISHF
ROC,2018-01-02 18:55,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,OVC,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021855Z AUTO /////KT 2SM -SN BKN025 OVC050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
FZY,2018-01-02 18:55,-76.3847,43.3497,M,M,M,230.00,15.00,M,30.17,M,4.00,M,OVC,M,M,M,3399.00,M,M,M,HZ,M,M,M,M,KFZY 021855Z AUTO 23015KT 4SM HZ OVC033 M06/M12 A3017 RMK T10601120 MADISHF
DKK,2018-01-02 18:55,-79.2720,42.4933,M,M,M,230.00,18.00,M,30.30,M,3.00,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,KDKK 021855Z AUTO 23018KT 3SM -SN OVC024 M11/M14 A3030 RMK T11101140 MADISHF
IAG,2018-01-02 18:55,-78.9462,43.1073,M,M,M,250.00,26.00,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,KIAG 021855Z AUTO 25026KT 6SM SCT023 M06/M11 A3020 RMK T10601110 MADISHF
ART,2018-01-02 18:56,-76.0262,43.9888,21.90,18.00,84.68,250.00,20.00,0.15,30.10,1020.50,0.25,34.00,FEW,BKN,M,M,2200.00,4500.00,M,M,-SN FZFG,M,M,M,5.72,KART 021856Z AUTO 25020G34KT 1/4SM -SN FZFG FEW022 BKN045 M06/M08 A3010 RMK AO2 PK WND 26043/1812 SLP205 P0015 T10561078
ROC,2018-01-02 19:00,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,OVC,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021900Z AUTO /////KT 2SM -SN BKN025 OVC050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
IAG,2018-01-02 19:00,-78.9462,43.1073,M,M,M,240.00,20.00,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,KIAG 021900Z AUTO 24020KT 6SM SCT023 M06/M10 A3020 RMK T10601100 MADISHF
DKK,2018-01-02 19:00,-79.2720,42.4933,M,M,M,230.00,21.00,M,30.30,M,4.00,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,KDKK 021900Z AUTO 23021KT 4SM -SN OVC024 M11/M14 A3030 RMK T11101140 MADISHF
ART,2018-01-02 19:00,-76.0262,43.9888,M,M,M,250.00,23.00,M,30.09,M,0.25,M,FEW,BKN,BKN,M,2400.00,4300.00,5000.00,M,-SN FZFG,M,M,M,M,KART 021900Z AUTO 25023KT 1/4SM -SN FZFG FEW024 BKN043 BKN050 M06/M08 A3009 RMK T10601080 MADISHF
BUF,2018-01-02 19:00,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,BKN,OVC,M,M,800.00,1200.00,M,M,+SN,M,M,M,M,KBUF 021900Z AUTO /////KT 1/4SM +SN BKN008 OVC012 M08/M09 A3020 RMK T10801090 MADISHF
DSV,2018-01-02 19:00,-77.7130,42.5709,M,M,M,190.00,5.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021900Z AUTO 19005KT 10SM OVC030 M07/M14 A3025 RMK T10701140 VRB05KT  MADISHF
ART,2018-01-02 19:05,-76.0262,43.9888,M,M,M,260.00,22.00,0.01,30.09,M,0.25,M,FEW,BKN,M,M,2500.00,4300.00,M,M,+SN,M,M,M,M,KART 021905Z AUTO 26022KT 1/4SM +SN FEW025 BKN043 M06/M08 A3009 RMK P0001 T10601080 MADISHF
DSV,2018-01-02 19:05,-77.7130,42.5709,M,M,M,210.00,3.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021905Z AUTO 21003KT 10SM OVC030 M07/M14 A3025 RMK T10701140 VRB03KT  MADISHF
ROC,2018-01-02 19:05,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021905Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
IAG,2018-01-02 19:05,-78.9462,43.1073,M,M,M,250.00,24.00,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,KIAG 021905Z AUTO 25024KT 6SM SCT023 M06/M10 A3020 RMK T10601100 MADISHF
DKK,2018-01-02 19:05,-79.2720,42.4933,M,M,M,220.00,19.00,M,30.30,M,5.00,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,KDKK 021905Z AUTO 22019KT 5SM -SN OVC024 M11/M15 A3030 RMK T11101150 MADISHF
BUF,2018-01-02 19:05,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,BKN,OVC,M,M,800.00,1200.00,M,M,+SN,M,M,M,M,KBUF 021905Z AUTO /////KT 1/4SM +SN BKN008 OVC012 M08/M09 A3020 RMK T10801090 MADISHF
FZY,2018-01-02 19:05,-76.3847,43.3497,M,M,M,250.00,17.00,M,30.17,M,5.00,M,OVC,M,M,M,3200.00,M,M,M,HZ,M,M,M,M,KFZY 021905Z AUTO 25017KT 5SM HZ OVC032 M06/M12 A3017 RMK T10601120 MADISHF
ART,2018-01-02 19:10,-76.0262,43.9888,M,M,M,260.00,24.00,0.02,30.09,M,0.25,M,FEW,SCT,M,M,1999.00,4600.00,M,M,+SN,M,M,M,M,KART 021910Z AUTO 26024KT 1/4SM +SN FEW019 SCT046 M06/M08 A3009 RMK P0002 T10601080 MADISHF
DKK,2018-01-02 19:10,-79.2720,42.4933,M,M,M,220.00,17.00,M,30.30,M,6.00,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,KDKK 021910Z AUTO 22017KT 6SM -SN OVC024 M11/M15 A3030 RMK T11101150 MADISHF
BUF,2018-01-02 19:10,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,M,VV ,M,M,M,800.00,M,M,M,+SN,M,M,M,M,KBUF 021910Z AUTO /////KT 1/4SM +SN VV008 M08/M09 A3020 RMK T10801090 MADISHF
ROC,2018-01-02 19:10,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021910Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
DSV,2018-01-02 19:10,-77.7130,42.5709,M,M,M,160.00,4.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021910Z AUTO 16004KT 10SM OVC030 M08/M14 A3025 RMK T10801140 VRB04KT  MADISHF
IAG,2018-01-02 19:10,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,33.00,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,KIAG 021910Z AUTO /////G33KT 6SM SCT023 M06/M10 A3020 RMK T10601100 MADISHF
FZY,2018-01-02 19:10,-76.3847,43.3497,M,M,M,250.00,17.00,M,30.17,M,5.00,M,OVC,M,M,M,3200.00,M,M,M,HZ,M,M,M,M,KFZY 021910Z AUTO 25017KT 5SM HZ OVC032 M06/M12 A3017 RMK T10601120 MADISHF
DKK,2018-01-02 19:15,-79.2720,42.4933,M,M,M,210.00,19.00,M,30.30,M,8.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KDKK 021915Z AUTO 21019KT 8SM OVC025 M10/M15 A3030 RMK T11001150 MADISHF
DSV,2018-01-02 19:15,-77.7130,42.5709,M,M,M,M,M,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021915Z AUTO /////KT 10SM OVC030 M07/M14 A3025 RMK T10701140 MADISHF
IAG,2018-01-02 19:15,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021915Z AUTO /////KT 6SM -SN SCT023 M06/M10 A3020 RMK T10601100 MADISHF
ROC,2018-01-02 19:15,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021915Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
BUF,2018-01-02 19:15,-78.7358,42.9408,M,M,M,M,M,M,30.19,M,0.13,32.00,BKN,OVC,M,M,800.00,1300.00,M,M,+SN,M,M,M,M,KBUF 021915Z AUTO /////G32KT 1/4SM +SN BKN008 OVC013 M08/M09 A3019 RMK T10801090 MADISHF
ART,2018-01-02 19:18,-76.0262,43.9888,21.90,17.10,81.46,250.00,22.00,0.03,30.09,M,0.50,31.00,FEW,SCT,BKN,M,2300.00,4000.00,5000.00,M,UP,M,M,M,5.05,KART 021918Z AUTO 25022G31KT 1/2SM UP FEW023 SCT040 BKN050 M06/M08 A3009 RMK AO2 PK WND 26031/1917 UPB12SNE12 P0003 T10561083
FZY,2018-01-02 19:20,-76.3847,43.3497,M,M,M,260.00,18.00,M,30.16,M,7.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021920Z AUTO 26018KT 7SM OVC032 M06/M12 A3016 RMK T10601120 MADISHF
BUF,2018-01-02 19:20,-78.7358,42.9408,M,M,M,M,M,M,30.20,M,0.13,35.00,BKN,OVC,M,M,800.00,1400.00,M,M,+SN,M,M,M,M,KBUF 021920Z AUTO /////G35KT 1/4SM +SN BKN008 OVC014 M08/M09 A3020 RMK T10801090 MADISHF
DSV,2018-01-02 19:20,-77.7130,42.5709,M,M,M,210.00,5.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021920Z AUTO 21005KT 10SM OVC030 M08/M14 A3025 RMK T10801140 VRB05KT  MADISHF
ROC,2018-01-02 19:20,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021920Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
IAG,2018-01-02 19:20,-78.9462,43.1073,M,M,M,240.00,21.00,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021920Z AUTO 24021KT 6SM -SN SCT023 M06/M10 A3020 RMK T10601100 MADISHF
ART,2018-01-02 19:20,-76.0262,43.9888,M,M,M,260.00,21.00,0.03,30.09,M,0.50,M,FEW,SCT,BKN,M,2600.00,3800.00,5000.00,M,UP,M,M,M,M,KART 021920Z AUTO 26021KT 1/2SM UP FEW026 SCT038 BKN050 M06/M08 A3009 RMK P0003 T10601080 MADISHF
DKK,2018-01-02 19:20,-79.2720,42.4933,M,M,M,220.00,19.00,M,30.30,M,8.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KDKK 021920Z AUTO 22019KT 8SM OVC025 M10/M15 A3030 RMK T11001150 MADISHF
ROC,2018-01-02 19:25,-77.6767,43.1167,M,M,M,M,M,M,30.19,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021925Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3019 RMK T10701110  VIS 1V4 MADISHF
ART,2018-01-02 19:25,-76.0262,43.9888,M,M,M,250.00,23.00,0.04,30.09,M,0.50,M,SCT,BKN,BKN,M,3300.00,4500.00,5000.00,M,UP,M,M,M,M,KART 021925Z AUTO 25023KT 1/2SM UP SCT033 BKN045 BKN050 M06/M08 A3009 RMK P0004 T10601080 MADISHF
IAG,2018-01-02 19:25,-78.9462,43.1073,M,M,M,M,M,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021925Z AUTO /////KT 6SM -SN SCT023 M05/M09 A3020 RMK T10501090 MADISHF
BUF,2018-01-02 19:25,-78.7358,42.9408,M,M,M,M,M,0.01,30.19,M,0.13,M,BKN,OVC,M,M,800.00,1400.00,M,M,+SN,M,M,M,M,KBUF 021925Z AUTO /////KT 1/4SM +SN BKN008 OVC014 M08/M09 A3019 RMK P0001 T10801090 MADISHF
DSV,2018-01-02 19:25,-77.7130,42.5709,M,M,M,220.00,9.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021925Z AUTO 22009KT 10SM OVC030 M08/M15 A3025 RMK T10801150 WND 19V25  MADISHF
FZY,2018-01-02 19:25,-76.3847,43.3497,M,M,M,240.00,15.00,M,30.16,M,7.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021925Z AUTO 24015KT 7SM OVC032 M06/M12 A3016 RMK T10601120 MADISHF
DKK,2018-01-02 19:25,-79.2720,42.4933,M,M,M,220.00,20.00,M,30.30,M,8.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KDKK 021925Z AUTO 22020KT 8SM OVC025 M10/M15 A3030 RMK T11001150 MADISHF
ROC,2018-01-02 19:30,-77.6767,43.1167,M,M,M,260.00,23.00,M,30.18,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021930Z AUTO 26023KT 2SM -SN BKN025 BKN050 M07/M11 A3018 RMK T10701110  VIS 1V4 MADISHF
DKK,2018-01-02 19:30,-79.2720,42.4933,M,M,M,220.00,17.00,M,30.30,M,9.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021930Z AUTO 22017KT 9SM OVC027 M10/M16 A3030 RMK T11001160 MADISHF
IAG,2018-01-02 19:30,-78.9462,43.1073,M,M,M,240.00,24.00,M,30.19,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,KIAG 021930Z AUTO 24024KT 6SM SCT023 M06/M10 A3019 RMK T10601100 MADISHF
FZY,2018-01-02 19:30,-76.3847,43.3497,M,M,M,250.00,15.00,M,30.16,M,9.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021930Z AUTO 25015KT 9SM OVC032 M06/M11 A3016 RMK T10601110 MADISHF
DSV,2018-01-02 19:30,-77.7130,42.5709,M,M,M,250.00,13.00,M,30.25,M,10.00,18.00,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021930Z AUTO 25013G18KT 10SM OVC030 M08/M15 A3025 RMK T10801150 MADISHF
BUF,2018-01-02 19:30,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,M,BKN,OVC,M,M,800.00,1500.00,M,M,+SN,M,M,M,M,KBUF 021930Z AUTO /////KT 1/4SM +SN BKN008 OVC015 M08/M09 A3020 RMK P0001 T10801090 MADISHF
ART,2018-01-02 19:30,-76.0262,43.9888,M,M,M,250.00,21.00,0.05,30.09,M,0.50,32.00,FEW,SCT,BKN,M,2800.00,3800.00,5000.00,M,SN,M,M,M,M,KART 021930Z AUTO 25021G32KT 1/2SM SN FEW028 SCT038 BKN050 M06/M08 A3009 RMK P0005 T10601080 MADISHF
IAG,2018-01-02 19:35,-78.9462,43.1073,M,M,M,M,M,M,30.19,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021935Z AUTO /////KT 6SM -SN SCT023 M06/M10 A3019 RMK T10601100 MADISHF
DSV,2018-01-02 19:35,-77.7130,42.5709,M,M,M,220.00,8.00,M,30.25,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KDSV 021935Z AUTO 22008KT 10SM OVC030 M07/M15 A3025 RMK T10701150 WND 18V32  MADISHF
DKK,2018-01-02 19:35,-79.2720,42.4933,M,M,M,220.00,21.00,M,30.30,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021935Z AUTO 22021KT 10SM OVC027 M11/M16 A3030 RMK T11101160 MADISHF
SDC,2018-01-02 19:35,-77.1195,43.2346,21.20,14.00,73.32,240.00,12.00,0.00,30.19,M,1.25,23.00,OVC,M,M,M,3200.00,M,M,M,-SN,M,M,M,8.26,KSDC 021935Z AUTO 24012G23KT 1 1/4SM -SN OVC032 M06/M10 A3019 RMK AO2
FZY,2018-01-02 19:35,-76.3847,43.3497,M,M,M,240.00,12.00,M,30.17,M,9.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021935Z AUTO 24012KT 9SM OVC032 M06/M12 A3017 RMK T10601120 MADISHF
BUF,2018-01-02 19:35,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,32.00,BKN,OVC,M,M,999.00,1500.00,M,M,+SN,M,M,M,M,KBUF 021935Z AUTO /////G32KT 1/4SM +SN BKN009 OVC015 M08/M09 A3020 RMK P0001 T10801090 MADISHF
ROC,2018-01-02 19:35,-77.6767,43.1167,M,M,M,M,M,M,30.18,M,2.00,M,BKN,BKN,M,M,2500.00,5000.00,M,M,-SN,M,M,M,M,KROC 021935Z AUTO /////KT 2SM -SN BKN025 BKN050 M07/M11 A3018 RMK T10701110  VIS 1V4 MADISHF
IAG,2018-01-02 19:40,-78.9462,43.1073,M,M,M,250.00,23.00,M,30.19,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021940Z AUTO 25023KT 6SM -SN SCT023 M06/M10 A3019 RMK T10601100 MADISHF
DKK,2018-01-02 19:40,-79.2720,42.4933,M,M,M,220.00,15.00,M,30.30,M,9.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021940Z AUTO 22015KT 9SM OVC027 M10/M15 A3030 RMK T11001150 MADISHF
DSV,2018-01-02 19:40,-77.7130,42.5709,M,M,M,260.00,6.00,M,30.25,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 021940Z AUTO 26006KT 10SM OVC032 M07/M15 A3025 RMK T10701150 VRB06KT  MADISHF
FZY,2018-01-02 19:40,-76.3847,43.3497,M,M,M,M,M,M,30.16,M,9.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021940Z AUTO /////KT 9SM OVC032 M06/M12 A3016 RMK T10601120 MADISHF
ART,2018-01-02 19:40,-76.0262,43.9888,M,M,M,M,M,0.06,30.09,M,0.25,32.00,FEW,OVC,M,M,3999.00,5000.00,M,M,+SN,M,M,M,M,KART 021940Z AUTO /////G32KT 1/4SM +SN FEW039 OVC050 M06/M08 A3009 RMK P0006 T10601080 MADISHF
BUF,2018-01-02 19:40,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,M,BKN,OVC,M,M,800.00,1699.00,M,M,+SN,M,M,M,M,KBUF 021940Z AUTO /////KT 1/4SM +SN BKN008 OVC016 M08/M09 A3020 RMK P0001 T10801090 MADISHF
ROC,2018-01-02 19:40,-77.6767,43.1167,M,M,M,M,M,M,30.18,M,2.00,M,BKN,BKN,M,M,2500.00,3999.00,M,M,-SN,M,M,M,M,KROC 021940Z AUTO /////KT 2SM -SN BKN025 BKN039 M07/M11 A3018 RMK T10701110  VIS 1V4 MADISHF
FZY,2018-01-02 19:45,-76.3847,43.3497,M,M,M,M,M,M,30.16,M,7.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 021945Z AUTO /////KT 7SM OVC032 M06/M12 A3016 RMK T10601120 MADISHF
ROC,2018-01-02 19:45,-77.6767,43.1167,M,M,M,M,M,M,30.18,M,2.00,M,BKN,BKN,M,M,2500.00,3999.00,M,M,-SN,M,M,M,M,KROC 021945Z AUTO /////KT 2SM -SN BKN025 BKN039 M07/M11 A3018 RMK T10701110  VIS 1V4 MADISHF
IAG,2018-01-02 19:45,-78.9462,43.1073,M,M,M,250.00,24.00,M,30.20,M,6.00,M,SCT,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,KIAG 021945Z AUTO 25024KT 6SM -SN SCT023 M06/M10 A3020 RMK T10601100 MADISHF
BUF,2018-01-02 19:45,-78.7358,42.9408,M,M,M,M,M,0.01,30.20,M,0.13,31.00,BKN,OVC,M,M,900.00,1600.00,M,M,+SN,M,M,M,M,KBUF 021945Z AUTO /////G31KT 1/4SM +SN BKN009 OVC016 M08/M09 A3020 RMK P0001 T10801090 MADISHF
DSV,2018-01-02 19:45,-77.7130,42.5709,M,M,M,260.00,4.00,M,30.25,M,10.00,M,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 021945Z AUTO 26004KT 10SM BKN032 M07/M15 A3025 RMK T10701150 VRB04KT  MADISHF
DKK,2018-01-02 19:45,-79.2720,42.4933,M,M,M,210.00,17.00,M,30.30,M,9.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021945Z AUTO 21017KT 9SM OVC027 M10/M15 A3030 RMK T11001150 MADISHF
ART,2018-01-02 19:45,-76.0262,43.9888,21.90,18.00,84.68,250.00,21.00,0.07,30.09,M,0.25,34.00,BKN,OVC,M,M,4500.00,5000.00,M,M,-SN FZFG,M,M,M,5.38,KART 021945Z AUTO 25021G34KT 1/4SM -SN FZFG BKN045 OVC050 M06/M08 A3009 RMK AO2 PK WND 26037/1925 UPB12E27SNE12B19E20B27 P0007 T10561078
IAG,2018-01-02 19:50,-78.9462,43.1073,M,M,M,250.00,27.00,M,30.20,M,6.00,M,BKN,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,KIAG 021950Z AUTO 25027KT 6SM -SN BKN025 M06/M10 A3020 RMK T10601100 MADISHF
ART,2018-01-02 19:50,-76.0262,43.9888,M,M,M,250.00,20.00,0.08,30.09,M,0.50,M,OVC,M,M,M,4700.00,M,M,M,SN,M,M,M,M,KART 021950Z AUTO 25020KT 1/2SM SN OVC047 M05/M08 A3009 RMK P0008 T10501080 MADISHF
BUF,2018-01-02 19:50,-78.7358,42.9408,M,M,M,M,M,0.01,30.19,M,0.13,30.00,BKN,OVC,M,M,900.00,1600.00,M,M,+SN,M,M,M,M,KBUF 021950Z AUTO /////G30KT 1/4SM +SN BKN009 OVC016 M08/M09 A3019 RMK P0001 T10801090 MADISHF
DKK,2018-01-02 19:50,-79.2720,42.4933,M,M,M,220.00,14.00,M,30.30,M,10.00,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,KDKK 021950Z AUTO 22014KT 10SM BKN027 M10/M16 A3030 RMK T11001160 MADISHF
